"","x"
"3773","GB"
"3774","GB"
"3775","US"
"3776","SE"
"3777","DE"
"3778","US"
"3779","DE"
"3780","NL"
"3781","GB"
"3782","AT"
"3783","GB"
"3784","GB"
"3785","CN"
"3786","BE"
"3787","GB"
"3788",NA
"3789","CN"
"3790","GB"
"3791","CN"
"3792","GB"
"3793","IT"
"3794","US"
"3795","IT"
"3796","IT"
"3797",NA
"3798","US"
"3799","GB"
"3800","BR"
"3801","GB"
"3802","US"
"3803","BR"
"3804","US"
"3805","GB"
"3806","US"
"3807","BR"
"3808","US"
"3809","US"
"3810","FR"
"3811","US"
"3812","BF"
"3813","BE"
"3814","BE"
"3815","BE"
"3816","BE"
"3817","DE"
"3818","CN"
"3819","CN"
"3820","AU"
"3821","GB"
"3822","FI"
"3823","BE"
"3824","ZA"
"3825","IN"
"3826","ES"
"3827","DE"
"3828","ES"
"3829","PT"
"3830","ES"
"3831","ES"
"3832","ES"
"3833","ES"
"3834","US"
"3835","ES"
"3836","IT"
"3837","IT"
"3838","IT"
"3839","BG"
"3840","XK"
"3841","XK"
"3842","IT"
"3843","IT"
"3844","US"
"3845",NA
"3846","NL"
"3847","NL"
"3848","BR"
"3849","NL"
"3850","GB"
"3851","DE"
"3852","US"
"3853","IT"
"3854","GB"
"3855","GB"
"3856",NA
"3857",NA
"3858",NA
"3859",NA
"3860",NA
"3861","IT"
"3862","IT"
"3863","IT"
"3864","US"
"3865",NA
"3866","US"
"3867",NA
"3868","US"
"3869","FI"
"3870","TR"
"3871","IN"
"3872","ES"
"3873","FI"
"3874","FI"
"3875","FI"
"3876","TR"
"3877","IN"
"3878","TR"
"3879","TR"
"3880","FI"
"3881","US"
"3882","US"
"3883",NA
"3884","US"
"3885",NA
"3886","RU"
"3887","RU"
"3888","US"
"3889","GR"
"3890","GR"
"3891","GR"
"3892","GR"
"3893","GR"
"3894","GR"
"3895","GR"
"3896","GR"
"3897","GR"
"3898","IT"
"3899","IT"
"3900","IT"
"3901","IT"
"3902","IT"
"3903","IT"
"3904","IT"
"3905","IT"
"3906","GB"
"3907","GB"
"3908","IT"
"3909","IT"
"3910",NA
"3911",NA
"3912",NA
"3913","KZ"
"3914","US"
"3915",NA
"3916","FR"
"3917","IR"
"3918","GE"
"3919","FR"
"3920","UA"
"3921","FR"
"3922","TR"
"3923","HR"
"3924",NA
"3925",NA
"3926",NA
"3927",NA
"3928",NA
"3929","US"
"3930","US"
"3931","US"
"3932","US"
"3933","US"
"3934","US"
"3935","US"
"3936","TR"
"3937",NA
"3938","AU"
"3939","AU"
"3940","AU"
"3941","AU"
"3942","RU"
"3943","RU"
"3944","RU"
"3945","RU"
"3946","RU"
"3947","RU"
"3948","KZ"
"3949","KZ"
"3950","KZ"
"3951","FR"
"3952","GH"
"3953","IT"
"3954","IT"
"3955","IT"
"3956","GB"
"3957","NZ"
"3958","NZ"
"3959","NZ"
"3960","IN"
"3961","IN"
"3962","IN"
"3963","IN"
"3964","IN"
"3965","IN"
"3966","NO"
"3967","PT"
"3968","PT"
"3969","PT"
"3970","IT"
"3971","DE"
"3972","IT"
"3973","DK"
"3974","DK"
"3975","DK"
"3976","UA"
"3977","FI"
"3978","IT"
"3979","IT"
"3980",NA
"3981","IT"
"3982","DK"
"3983","LT"
"3984","GR"
"3985","ES"
"3986","DE"
"3987","DE"
"3988","TT"
"3989","IT"
"3990","IT"
"3991","IT"
"3992","CH"
"3993","CH"
"3994","DE"
"3995","CH"
"3996","DE"
"3997","DE"
"3998","DE"
"3999","DE"
"4000","SE"
"4001","CH"
"4002","CH"
"4003","DE"
"4004","DE"
"4005","DE"
"4006","DE"
"4007","DE"
"4008","DE"
"4009","DE"
"4010","DE"
"4011","DE"
"4012","DE"
"4013","DE"
"4014","DE"
"4015","DE"
"4016","DE"
"4017","DE"
"4018","DE"
"4019","DE"
"4020","US"
"4021","DE"
"4022","DE"
"4023","DE"
"4024","DE"
"4025","DE"
"4026","DE"
"4027","DE"
"4028","DE"
"4029","CH"
"4030","DE"
"4031","DE"
"4032","DE"
"4033","DE"
"4034","DE"
"4035","DE"
"4036","DE"
"4037","DE"
"4038","DE"
"4039","DE"
"4040","DE"
"4041","DE"
"4042","DE"
"4043","DE"
"4044","DE"
"4045","DE"
"4046","DE"
"4047","DE"
"4048","DE"
"4049","CH"
"4050","ES"
"4051","CH"
"4052","CA"
"4053","DE"
"4054","ES"
"4055","GB"
"4056","GB"
"4057","AT"
"4058","DE"
"4059","DE"
"4060","DE"
"4061","DE"
"4062",NA
"4063",NA
"4064",NA
"4065",NA
"4066",NA
"4067",NA
"4068","US"
"4069","US"
"4070","US"
"4071","US"
"4072","US"
"4073","CN"
"4074","EE"
"4075","IL"
"4076","LT"
"4077","LT"
"4078","PT"
"4079","US"
"4080","PT"
"4081","GB"
"4082","DE"
"4083","NO"
"4084","FI"
"4085","CA"
"4086","HR"
"4087","FR"
"4088","IT"
"4089","HR"
"4090","US"
"4091",NA
"4092",NA
"4093","GR"
"4094","GB"
"4095","GB"
"4096","NO"
"4097","NO"
"4098","DE"
"4099","NO"
"4100","ID"
"4101",NA
"4102","ZA"
"4103",NA
"4104","LK"
"4105","KE"
"4106","KE"
"4107","BR"
"4108","BR"
"4109","BR"
"4110","NL"
"4111","NL"
"4112","KE"
"4113",NA
"4114",NA
"4115","AU"
"4116",NA
"4117","NO"
"4118","US"
"4119","US"
"4120","US"
"4121",NA
"4122",NA
"4123","BR"
"4124","FR"
"4125","FR"
"4126","FR"
"4127","FR"
"4128","FR"
"4129","FR"
"4130","FR"
"4131","SK"
"4132","SK"
"4133","SK"
"4134","CH"
"4135",NA
"4136",NA
"4137","GB"
"4138","GB"
"4139","GB"
"4140","IT"
"4141","IT"
"4142",NA
"4143","US"
"4144","US"
"4145","US"
"4146","US"
"4147","US"
"4148","AU"
"4149","CZ"
"4150","CZ"
"4151","IT"
"4152","KG"
"4153","CZ"
"4154","KG"
"4155","CZ"
"4156","CZ"
"4157","CN"
"4158","CN"
"4159","CN"
"4160","US"
"4161",NA
"4162","US"
"4163","US"
"4164",NA
"4165","US"
"4166","ES"
"4167","NO"
"4168","SE"
"4169","SE"
"4170","CH"
"4171","CH"
"4172","CH"
"4173","JP"
"4174","GB"
"4175","GB"
"4176","GB"
"4177","TR"
"4178","GB"
"4179","GB"
"4180","GB"
"4181","GB"
"4182",NA
"4183",NA
"4184",NA
"4185","PT"
"4186","PT"
"4187","GB"
"4188","PT"
"4189","GB"
"4190","IT"
"4191","SI"
"4192","FR"
"4193","US"
"4194","US"
"4195","CN"
"4196","CN"
"4197","CN"
"4198","CN"
"4199","CN"
"4200","CN"
"4201","ES"
"4202","ES"
"4203","ES"
"4204","ES"
"4205","ES"
"4206","ES"
"4207","ES"
"4208","NZ"
"4209",NA
"4210",NA
"4211","US"
"4212","SE"
"4213","SE"
"4214","FR"
"4215","FR"
"4216","IT"
"4217","CH"
"4218","IL"
"4219","PT"
"4220","ES"
"4221","ES"
"4222","DE"
"4223","GR"
"4224","ES"
"4225","FR"
"4226","FR"
"4227","FR"
"4228","FR"
"4229","FR"
"4230",NA
"4231",NA
"4232","CL"
"4233","CL"
"4234","GB"
"4235","AL"
"4236","AL"
"4237","AL"
"4238","DE"
"4239","AL"
"4240","DK"
"4241","US"
"4242",NA
"4243","US"
"4244","GB"
"4245",NA
"4246",NA
"4247",NA
"4248",NA
"4249",NA
"4250",NA
"4251",NA
"4252",NA
"4253",NA
"4254",NA
"4255",NA
"4256",NA
"4257",NA
"4258",NA
"4259",NA
"4260",NA
"4261",NA
"4262",NA
"4263",NA
"4264",NA
"4265",NA
"4266",NA
"4267",NA
"4268",NA
"4269",NA
"4270",NA
"4271",NA
"4272",NA
"4273",NA
"4274",NA
"4275",NA
"4276",NA
"4277",NA
"4278",NA
"4279",NA
"4280",NA
"4281",NA
"4282",NA
"4283",NA
"4284",NA
"4285","US"
"4286","US"
"4287","US"
"4288","US"
"4289","US"
"4290","US"
"4291","US"
"4292","US"
"4293","US"
"4294","US"
"4295","US"
"4296","US"
"4297","US"
"4298","US"
"4299","US"
"4300","US"
"4301","US"
"4302","US"
"4303","US"
"4304","US"
"4305","US"
"4306","KE"
"4307","KE"
"4308","US"
"4309","US"
"4310","US"
"4311","MG"
"4312","US"
"4313","US"
"4314","MG"
"4315","MG"
"4316","MG"
"4317","MG"
"4318","AU"
"4319","US"
"4320","US"
"4321","US"
"4322","US"
"4323","US"
"4324","US"
"4325","US"
"4326","NL"
"4327","CA"
"4328","IT"
"4329","CN"
"4330","CN"
"4331",NA
"4332",NA
"4333",NA
"4334",NA
"4335","US"
"4336","US"
"4337","US"
"4338","FR"
"4339","AU"
"4340","BE"
"4341",NA
"4342","AU"
"4343","NL"
"4344","GB"
"4345","CA"
"4346","AU"
"4347",NA
"4348",NA
"4349","US"
"4350","BD"
"4351","BD"
"4352","US"
"4353","US"
"4354","BR"
"4355","US"
"4356","US"
"4357","ET"
"4358","ET"
"4359","GB"
"4360","ET"
"4361",NA
"4362","GB"
"4363","US"
"4364","US"
"4365","US"
"4366",NA
"4367",NA
"4368",NA
"4369",NA
"4370",NA
"4371",NA
"4372",NA
"4373",NA
"4374",NA
"4375",NA
"4376","DK"
"4377","DK"
"4378","GB"
"4379","DK"
"4380","DK"
"4381","DK"
"4382","VN"
"4383","ID"
"4384","DK"
"4385","DK"
"4386","ID"
"4387","DK"
"4388","CN"
"4389","ID"
"4390","ID"
"4391",NA
"4392","ID"
"4393","ID"
"4394","ID"
"4395","CA"
"4396","CA"
"4397",NA
"4398",NA
"4399","US"
"4400","US"
"4401","US"
"4402","US"
"4403","US"
"4404","US"
"4405","US"
"4406",NA
"4407","US"
"4408","US"
"4409","US"
"4410","US"
"4411","US"
"4412","CA"
"4413","CL"
"4414","CL"
"4415","CL"
"4416","DE"
"4417","CA"
"4418",NA
"4419",NA
"4420",NA
"4421",NA
"4422",NA
"4423",NA
"4424",NA
"4425",NA
"4426",NA
"4427",NA
"4428","US"
"4429","US"
"4430","US"
"4431","US"
"4432","GB"
"4433","AU"
"4434","AU"
"4435","AU"
"4436","AU"
"4437","AU"
"4438","AU"
"4439","BR"
"4440","GB"
"4441","BR"
"4442","BR"
"4443","BR"
"4444","ID"
"4445",NA
"4446",NA
"4447","JP"
"4448","ES"
"4449","ES"
"4450","US"
"4451","ES"
"4452","FR"
"4453","ES"
"4454","ES"
"4455","ES"
"4456","IN"
"4457","US"
"4458","AU"
"4459","AU"
"4460","IN"
"4461","ET"
"4462","ET"
"4463","BE"
"4464","ET"
"4465","ET"
"4466","GB"
"4467","GB"
"4468","GB"
"4469",NA
"4470",NA
"4471",NA
"4472","AU"
"4473",NA
"4474","AU"
"4475","US"
"4476","CN"
"4477",NA
"4478","CN"
"4479","MY"
"4480","MY"
"4481","FR"
"4482","US"
"4483","US"
"4484","US"
"4485","US"
"4486","US"
"4487","US"
"4488",NA
"4489","IT"
"4490","PK"
"4491","PK"
"4492","PK"
"4493",NA
"4494",NA
"4495","KE"
"4496","GB"
"4497","GB"
"4498","GB"
"4499","GB"
"4500","GB"
"4501","GB"
"4502","GB"
"4503","GB"
"4504","FR"
"4505","US"
"4506","US"
"4507","US"
"4508","NL"
"4509","DE"
"4510","IT"
"4511","GB"
"4512","AT"
"4513","DE"
"4514","ID"
"4515","NO"
"4516","ID"
"4517","NL"
"4518",NA
"4519","ID"
"4520","BR"
"4521","AU"
"4522","GB"
"4523","BE"
"4524","US"
"4525","KE"
"4526","IT"
"4527","GB"
"4528","FR"
"4529","BE"
"4530","NC"
"4531","US"
"4532","BE"
"4533","US"
"4534","NO"
"4535","NO"
"4536",NA
"4537","US"
"4538","GB"
"4539","SE"
"4540","GB"
"4541","US"
"4542","GB"
"4543","ZA"
"4544","ZA"
"4545","ZA"
"4546","ZA"
"4547","DK"
"4548",NA
"4549","GB"
"4550","DK"
"4551","AU"
"4552","GB"
"4553",NA
"4554","GB"
"4555","GB"
"4556","DK"
"4557",NA
"4558","CA"
"4559",NA
"4560",NA
"4561","CA"
"4562",NA
"4563","CA"
"4564","CA"
"4565","CA"
"4566","CA"
"4567","CA"
"4568","CA"
"4569",NA
"4570","GB"
"4571","US"
"4572","BW"
"4573","DE"
"4574","CH"
"4575","AU"
"4576","CA"
"4577","BW"
"4578","GB"
"4579",NA
"4580","GB"
"4581","GB"
"4582",NA
"4583",NA
"4584","NL"
"4585","GB"
"4586","GB"
"4587",NA
"4588","CH"
"4589","BW"
"4590","GB"
"4591","BW"
"4592","AU"
"4593","NL"
"4594","CH"
"4595","BW"
"4596","NA"
"4597","GB"
"4598","CA"
"4599","KE"
"4600","NL"
"4601",NA
"4602",NA
"4603",NA
"4604",NA
"4605",NA
"4606",NA
"4607","GB"
"4608","GB"
"4609","SE"
"4610","GB"
"4611","BE"
"4612","BE"
"4613","BE"
"4614","BE"
"4615","ET"
"4616","KE"
"4617","BE"
"4618","KE"
"4619","BE"
"4620","US"
"4621","US"
"4622","US"
"4623","US"
"4624","BO"
"4625","US"
"4626","US"
"4627","US"
"4628","IN"
"4629","IT"
"4630","IT"
"4631","IT"
"4632","IT"
"4633","IT"
"4634","IT"
"4635","IT"
"4636","US"
"4637",NA
"4638","DE"
"4639",NA
"4640","US"
"4641","US"
"4642","US"
"4643","FR"
"4644","US"
"4645","AU"
"4646","AU"
"4647","AU"
"4648","AU"
"4649","AU"
"4650","GB"
"4651","GB"
"4652","GB"
"4653",NA
"4654",NA
"4655",NA
"4656","ZA"
"4657","ZA"
"4658","AU"
"4659","AU"
"4660","AU"
"4661","AU"
"4662","AU"
"4663","AU"
"4664","BR"
"4665","VE"
"4666","BR"
"4667","BR"
"4668","EC"
"4669",NA
"4670","AR"
"4671","CO"
"4672","BR"
"4673","CA"
"4674","CA"
"4675","CA"
"4676","CA"
"4677","CA"
"4678","CA"
"4679","CA"
"4680","CA"
"4681","BE"
"4682","CM"
"4683","CM"
"4684","BE"
"4685","BE"
"4686","BE"
"4687","SE"
"4688","SE"
"4689","US"
"4690","RU"
"4691","GL"
"4692","NO"
"4693","US"
"4694","CA"
"4695","FI"
"4696","SE"
"4697","AU"
"4698","AU"
"4699","MX"
"4700","US"
"4701","US"
"4702","US"
"4703","US"
"4704","US"
"4705","US"
"4706","US"
"4707","US"
"4708","US"
"4709","US"
"4710","AU"
"4711","US"
"4712","AU"
"4713","US"
"4714","CA"
"4715","ZA"
"4716","ZA"
"4717","TW"
"4718","TW"
"4719","TW"
"4720","CA"
"4721","BE"
"4722","BE"
"4723","BE"
"4724","NO"
"4725","BE"
"4726","GB"
"4727","GB"
"4728","GB"
"4729","GB"
"4730","GB"
"4731","RU"
"4732","AU"
"4733","AU"
"4734","AU"
"4735","AU"
"4736","AU"
"4737","AU"
"4738",NA
"4739",NA
"4740",NA
"4741",NA
"4742",NA
"4743",NA
"4744",NA
"4745","AU"
"4746","AU"
"4747","US"
"4748","CN"
"4749","CN"
"4750","CN"
"4751","CN"
"4752","US"
"4753","US"
"4754","US"
"4755",NA
"4756","US"
"4757","US"
"4758","CA"
"4759","US"
"4760","US"
"4761","US"
"4762","US"
"4763","GB"
"4764","US"
"4765","SE"
"4766","US"
"4767","US"
"4768","FR"
"4769","US"
"4770","FR"
"4771","CA"
"4772","US"
"4773",NA
"4774","US"
"4775","US"
"4776","US"
"4777","US"
"4778","BR"
"4779","NO"
"4780","US"
"4781","SE"
"4782","SE"
"4783","GH"
"4784","ET"
"4785","ET"
"4786","ET"
"4787","CH"
"4788","US"
"4789","GB"
"4790","US"
"4791","US"
"4792","US"
"4793","CN"
"4794","US"
"4795","CN"
"4796","US"
"4797","CN"
"4798","CN"
"4799","US"
"4800","CN"
"4801","CN"
"4802","CN"
"4803","CN"
"4804","US"
"4805",NA
"4806","GB"
"4807","FI"
"4808","CA"
"4809","FR"
"4810","FR"
"4811","FR"
"4812","FR"
"4813","DE"
"4814","DE"
"4815","IT"
"4816",NA
"4817","GB"
"4818","GB"
"4819","NE"
"4820","NE"
"4821","AU"
"4822","AT"
"4823","US"
"4824",NA
"4825",NA
"4826",NA
"4827",NA
"4828","US"
"4829","US"
"4830","DE"
"4831","DE"
"4832","DE"
"4833","CN"
"4834","US"
"4835","US"
"4836","US"
"4837","US"
"4838",NA
"4839",NA
"4840",NA
"4841",NA
"4842","US"
"4843","US"
"4844","US"
"4845","CH"
"4846","CH"
"4847","CH"
"4848","US"
"4849","NZ"
"4850","NZ"
"4851","CA"
"4852","AU"
"4853","GB"
"4854","GB"
"4855","GB"
"4856","GB"
"4857","ZW"
"4858","GB"
"4859","US"
"4860","US"
"4861","US"
"4862","CA"
"4863","CA"
"4864","US"
"4865","US"
"4866","US"
"4867","AU"
"4868","AU"
"4869","AU"
"4870","AU"
"4871","AU"
"4872","AU"
"4873","AU"
"4874",NA
"4875","CA"
"4876","CA"
"4877",NA
"4878",NA
"4879","AT"
"4880","AT"
"4881","JP"
"4882","TN"
"4883","TN"
"4884","LY"
"4885","ES"
"4886","TN"
"4887","TN"
"4888","IT"
"4889","DE"
"4890","DE"
"4891","CN"
"4892","ID"
"4893","US"
"4894","US"
"4895","AU"
"4896",NA
"4897",NA
"4898","AU"
"4899","AU"
"4900","AU"
"4901","AU"
"4902","AU"
"4903","AU"
"4904","AU"
"4905","AU"
"4906",NA
"4907",NA
"4908",NA
"4909",NA
"4910","IN"
"4911",NA
"4912","IN"
"4913","IN"
"4914","IN"
"4915",NA
"4916",NA
"4917",NA
"4918",NA
"4919",NA
"4920",NA
"4921",NA
"4922",NA
"4923","US"
"4924",NA
"4925",NA
"4926","AU"
"4927","BR"
"4928","US"
"4929","BR"
"4930","BR"
"4931","IT"
"4932",NA
"4933",NA
"4934","CA"
"4935",NA
"4936","IT"
"4937",NA
"4938","CN"
"4939",NA
"4940","TW"
"4941","TW"
"4942","IT"
"4943","CA"
"4944",NA
"4945",NA
"4946",NA
"4947","AU"
"4948","KR"
"4949","KR"
"4950","VN"
"4951","KR"
"4952","AU"
"4953","AU"
"4954","AU"
"4955","AU"
"4956","AU"
"4957","AU"
"4958","AU"
"4959","AU"
"4960","AU"
"4961","NO"
"4962","NO"
"4963","US"
"4964","BR"
"4965","BR"
"4966","US"
"4967","US"
"4968","US"
"4969","BR"
"4970","US"
"4971","US"
"4972","US"
"4973","BE"
"4974",NA
"4975","BR"
"4976","US"
"4977",NA
"4978","US"
"4979","IN"
"4980","PE"
"4981","VE"
"4982","VE"
"4983","US"
"4984","US"
"4985","US"
"4986","IN"
"4987","US"
"4988","GB"
"4989","US"
"4990","US"
"4991","US"
"4992","US"
"4993","CA"
"4994","CA"
"4995","US"
"4996","US"
"4997","CA"
"4998","US"
"4999",NA
"5000","US"
"5001","CA"
"5002","CA"
"5003","US"
"5004","US"
"5005","US"
"5006","US"
"5007","US"
"5008","MG"
"5009",NA
"5010","CH"
"5011","MG"
"5012","MG"
"5013","MG"
"5014","MG"
"5015","MG"
"5016","NL"
"5017","CA"
"5018","CA"
"5019","CA"
"5020","CA"
"5021","CA"
"5022","ZA"
"5023","AU"
"5024","AU"
"5025","SG"
"5026","US"
"5027","SG"
"5028","US"
"5029","US"
"5030","AU"
"5031","DK"
"5032","DK"
"5033","VN"
"5034","AU"
"5035","AU"
"5036","AU"
"5037","AU"
"5038","US"
"5039","US"
"5040","US"
"5041","US"
"5042","US"
"5043","US"
"5044","US"
"5045","AU"
"5046","CA"
"5047","DK"
"5048","US"
"5049","US"
"5050","US"
"5051","US"
"5052","BB"
"5053","AU"
"5054","US"
"5055",NA
"5056","US"
"5057","US"
"5058","US"
"5059","DE"
"5060","DE"
"5061","DE"
"5062","DE"
"5063","DE"
"5064","DE"
"5065","AU"
"5066","AU"
"5067","AU"
"5068","US"
"5069","US"
"5070","GB"
"5071",NA
"5072",NA
"5073",NA
"5074","MX"
"5075","MX"
"5076","MX"
"5077",NA
"5078",NA
"5079",NA
"5080","US"
"5081","US"
"5082","MX"
"5083","BD"
"5084","BD"
"5085","BD"
"5086",NA
"5087",NA
"5088","BD"
"5089","BD"
"5090","BD"
"5091","BD"
"5092","JP"
"5093","JP"
"5094","JP"
"5095","JP"
"5096","AU"
"5097","AU"
"5098","AU"
"5099","AU"
"5100","AU"
"5101",NA
"5102","AU"
"5103","AU"
"5104","AU"
"5105","AU"
"5106","AU"
"5107","AU"
"5108","AU"
"5109","BR"
"5110","CA"
"5111","CA"
"5112","CA"
"5113","CA"
"5114","CA"
"5115","BR"
"5116","BR"
"5117","AU"
"5118",NA
"5119",NA
"5120",NA
"5121","AU"
"5122",NA
"5123","BR"
"5124","BR"
"5125","BR"
"5126","BR"
"5127","BR"
"5128","CA"
"5129","CA"
"5130","CA"
"5131","CA"
"5132","CA"
"5133","CN"
"5134","HK"
"5135","CN"
"5136","CN"
"5137","GB"
"5138","CN"
"5139","US"
"5140","IT"
"5141","US"
"5142","NO"
"5143","NO"
"5144","SD"
"5145","NO"
"5146","EG"
"5147",NA
"5148","US"
"5149","NL"
"5150","NL"
"5151","NO"
"5152","US"
"5153","US"
"5154","US"
"5155","US"
"5156",NA
"5157","US"
"5158","AU"
"5159","AU"
"5160","AU"
"5161",NA
"5162",NA
"5163",NA
"5164",NA
"5165",NA
"5166","AU"
"5167","AU"
"5168",NA
"5169",NA
"5170","AU"
"5171",NA
"5172","CA"
"5173","CA"
"5174","CA"
"5175","CA"
"5176","CA"
"5177",NA
"5178","CA"
"5179","CA"
"5180","CA"
"5181","CA"
"5182","CA"
"5183","CA"
"5184","CA"
"5185",NA
"5186","CA"
"5187","CA"
"5188","ZA"
"5189","AT"
"5190","AT"
"5191","AT"
"5192","AT"
"5193","AT"
"5194","AT"
"5195","AT"
"5196","AT"
"5197","AT"
"5198","AT"
"5199","AT"
"5200","AT"
"5201","AT"
"5202","AT"
"5203","AT"
"5204","AT"
"5205","AT"
"5206","AT"
"5207","AT"
"5208","FR"
"5209","FR"
"5210","FR"
"5211","FR"
"5212","FR"
"5213","FR"
"5214","MX"
"5215","MX"
"5216","ID"
"5217","ES"
"5218","MX"
"5219","ES"
"5220","US"
"5221","NL"
"5222",NA
"5223","BO"
"5224","GB"
"5225","ID"
"5226","AU"
"5227","FR"
"5228","FR"
"5229","US"
"5230",NA
"5231",NA
"5232","CN"
"5233","US"
"5234","US"
"5235","US"
"5236","US"
"5237","US"
"5238","US"
"5239","US"
"5240","US"
"5241","US"
"5242","US"
"5243","US"
"5244","US"
"5245","PE"
"5246","GB"
"5247","GB"
"5248","GB"
"5249","US"
"5250","US"
"5251","US"
"5252","US"
"5253","US"
"5254","GB"
"5255","ES"
"5256","ES"
"5257","ES"
"5258","ES"
"5259","ES"
"5260","BR"
"5261",NA
"5262","GB"
"5263","GB"
"5264","GB"
"5265",NA
"5266","GB"
"5267","US"
"5268","US"
"5269","US"
"5270",NA
"5271","CA"
"5272","CA"
"5273","CA"
"5274","CA"
"5275","VE"
"5276","VE"
"5277","CL"
"5278","CL"
"5279","VE"
"5280","VE"
"5281","IN"
"5282","VE"
"5283","US"
"5284","HK"
"5285","HK"
"5286","US"
"5287","US"
"5288","US"
"5289","US"
"5290","US"
"5291","CA"
"5292","AU"
"5293","AU"
"5294",NA
"5295",NA
"5296","ID"
"5297","CA"
"5298",NA
"5299","DK"
"5300","ID"
"5301",NA
"5302",NA
"5303","US"
"5304","US"
"5305","US"
"5306","US"
"5307","US"
"5308","US"
"5309","US"
"5310",NA
"5311",NA
"5312","GB"
"5313","ID"
"5314","US"
"5315","US"
"5316","GB"
"5317","US"
"5318",NA
"5319","BR"
"5320","BR"
"5321","BR"
"5322","BR"
"5323","BR"
"5324","BR"
"5325","ZA"
"5326","AU"
"5327",NA
"5328","CO"
"5329",NA
"5330",NA
"5331",NA
"5332","IN"
"5333","ZA"
"5334","IN"
"5335","IT"
"5336","LB"
"5337","GB"
"5338",NA
"5339","GB"
"5340","GB"
"5341","AU"
"5342","AU"
"5343","AU"
"5344",NA
"5345",NA
"5346",NA
"5347",NA
"5348",NA
"5349",NA
"5350",NA
"5351",NA
"5352",NA
"5353","US"
"5354","CL"
"5355","ES"
"5356","US"
"5357","US"
"5358","NA"
"5359",NA
"5360",NA
"5361","IN"
"5362","IN"
"5363","IN"
"5364","IN"
"5365","IN"
"5366","JP"
"5367","JP"
"5368","CA"
"5369","CA"
"5370","CA"
"5371","CA"
"5372","CA"
"5373",NA
"5374",NA
"5375",NA
"5376","MY"
"5377","MY"
"5378","MY"
"5379","JP"
"5380","JP"
"5381","JP"
"5382",NA
"5383","AU"
"5384","AU"
"5385","AU"
"5386","AU"
"5387","AU"
"5388","AU"
"5389","AU"
"5390","AU"
"5391","AU"
"5392","NI"
"5393","US"
"5394","SE"
"5395",NA
"5396","IN"
"5397",NA
"5398","IN"
"5399","US"
"5400","US"
"5401","DE"
"5402","DE"
"5403",NA
"5404","IT"
"5405","DE"
"5406","DE"
"5407","GB"
"5408",NA
"5409","GB"
"5410","GB"
"5411","CH"
"5412","GB"
"5413","GB"
"5414","GB"
"5415",NA
"5416","GB"
"5417","CA"
"5418","CA"
"5419","DK"
"5420","DK"
"5421","CH"
"5422","DK"
"5423","GB"
"5424","MX"
"5425","BR"
"5426","CN"
"5427","CH"
"5428","US"
"5429","ID"
"5430","DK"
"5431","DK"
"5432","CH"
"5433","DK"
"5434","US"
"5435","VN"
"5436","JP"
"5437","US"
"5438","US"
"5439","AU"
"5440","SG"
"5441","US"
"5442","GB"
"5443","GB"
"5444","GB"
"5445","US"
"5446","CA"
"5447","CA"
"5448","CA"
"5449","US"
"5450","CA"
"5451","CA"
"5452","US"
"5453","US"
"5454","IT"
"5455","US"
"5456","AU"
"5457","AU"
"5458",NA
"5459","AU"
"5460",NA
"5461","AU"
"5462",NA
"5463","CA"
"5464","CA"
"5465","CA"
"5466","CA"
"5467","CA"
"5468","CA"
"5469","CA"
"5470","CA"
"5471","CA"
"5472","CA"
"5473","CA"
"5474","CA"
"5475","CA"
"5476","CA"
"5477","CA"
"5478","CA"
"5479","CA"
"5480","IN"
"5481","US"
"5482","GB"
"5483","US"
"5484","US"
"5485",NA
"5486",NA
"5487",NA
"5488","US"
"5489",NA
"5490","US"
"5491","US"
"5492","AU"
"5493","AU"
"5494","AU"
"5495","AU"
"5496",NA
"5497",NA
"5498",NA
"5499",NA
"5500",NA
"5501",NA
"5502",NA
"5503",NA
"5504",NA
"5505",NA
"5506","CA"
"5507","IN"
"5508","IN"
"5509","US"
"5510","US"
"5511","US"
"5512",NA
"5513",NA
"5514",NA
"5515","CA"
"5516","CA"
"5517",NA
"5518","CA"
"5519","NZ"
"5520",NA
"5521",NA
"5522","CA"
"5523","CA"
"5524","CA"
"5525","CA"
"5526","CA"
"5527","CA"
"5528","CA"
"5529","CA"
"5530","NZ"
"5531","NZ"
"5532",NA
"5533","NZ"
"5534","NZ"
"5535","NA"
"5536",NA
"5537","ET"
"5538",NA
"5539",NA
"5540","ET"
"5541","FR"
"5542","CH"
"5543","CH"
"5544","CH"
"5545","PT"
"5546","IL"
"5547","FR"
"5548","FR"
"5549","IT"
"5550","ES"
"5551","GB"
"5552",NA
"5553","IT"
"5554","FR"
"5555","CL"
"5556","GB"
"5557","IT"
"5558","AU"
"5559","AU"
"5560","AU"
"5561","AU"
"5562","AU"
"5563","AU"
"5564","NZ"
"5565","NZ"
"5566","IN"
"5567","IN"
"5568","IN"
"5569","IN"
"5570","ES"
"5571","ES"
"5572","MX"
"5573",NA
"5574","MX"
"5575","ES"
"5576","GB"
"5577","MX"
"5578",NA
"5579",NA
"5580",NA
"5581","ZW"
"5582","ZA"
"5583","CA"
"5584","CA"
"5585","CA"
"5586","CA"
"5587",NA
"5588",NA
"5589",NA
"5590",NA
"5591",NA
"5592",NA
"5593",NA
"5594",NA
"5595",NA
"5596",NA
